RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPE,COD_DEPE2,LATITUD,LONGITUD,RURAL_RBD,PAGO_MENSUAL,MAT_TOTAL,CUR_SIM_TOT,DC_TOT,ratio_alumno_docente,ratio_alumno_curso,categoria_dependencia,PAGO_MENSUAL_NORM,orden_precio,simce_4b_lectura_2024,simce_4b_matematica_2024,simce_2m_lectura_2024,simce_2m_matematica_2024
10834,COLEGIO MARAMBIO,13501,MELIPILLA,4,3,"-33,686163000000000","-71,22143000000000",0,MAS DE $100.000,619,24,42.0,14.738095238095235,25.791666666666668,PARTICULAR_PAGADO,MAS DE $100.000,5,316.0,307.0,294.0,331.0
10835,LICEO MUNICIPAL F-N°860,13504,MARIA PINTO,1,1,"-33,515775780000000","-71,12476598000001",0,GRATUITO,340,10,24.0,14.166666666666666,34.0,MUNICIPAL_CORP,GRATUITO,0,274.0,262.0,,
10836,ESCUELA BASICA F-N° 732 CHOROMBO ALTO,13504,MARIA PINTO,1,1,"-33,503768129999990","-71,25696173000000",1,GRATUITO,272,10,22.0,12.363636363636363,27.2,MUNICIPAL_CORP,GRATUITO,0,275.0,256.0,,
10837,ESCUELA BASICA F-N°738 LOS RULOS,13504,MARIA PINTO,1,1,"-33,458321509999990","-71,09635324000000",0,GRATUITO,261,10,24.0,10.875,26.1,MUNICIPAL_CORP,GRATUITO,0,269.0,240.0,,
10838,ESCUELA BASICA G-N°733 CHOROMBO BAJO,13504,MARIA PINTO,1,1,"-33,542682510000000","-71,21315670000000",1,GRATUITO,198,10,23.0,8.608695652173912,19.8,MUNICIPAL_CORP,GRATUITO,0,262.0,236.0,,
10839,ESCUELA BASICA G-N°734 LAS MERCEDES,13504,MARIA PINTO,1,1,"-33,486951020000000","-71,18610421000000",1,GRATUITO,368,12,27.0,13.62962962962963,30.666666666666668,MUNICIPAL_CORP,GRATUITO,0,275.0,278.0,,
10840,ESCUELA BASICA G-N°737 SANTA EMILIA,13504,MARIA PINTO,1,1,"-33,543909520000000","-71,22167336000000",0,GRATUITO,273,10,27.0,10.11111111111111,27.3,MUNICIPAL_CORP,GRATUITO,0,268.0,273.0,,
10842,ESCUELA BASICA VALLE DE PUANGUE,13503,CURACAVI,2,1,"-33,399645820000000","-71,12958571999999",0,GRATUITO,459,18,35.0,13.114285714285714,25.5,MUNICIPAL_DAEM,GRATUITO,0,282.0,278.0,,
10844,ESCUELA SAN JOSE OBRERO DE CURACAVI,13503,CURACAVI,2,1,"-33,406740130000000","-71,14270157999999",0,GRATUITO,602,18,39.0,15.435897435897436,33.44444444444444,MUNICIPAL_DAEM,GRATUITO,0,257.0,259.0,,
10845,LICEO BICENTENARIO PRESIDENTE BALMACEDA,13503,CURACAVI,2,1,"-33,397411910000000","-71,12916532000000",0,GRATUITO,928,28,65.0,14.276923076923078,33.142857142857146,MUNICIPAL_DAEM,GRATUITO,0,,,209.0,210.0
10846,ESCUELA FERNANDO CARVAJAL PINTO,13503,CURACAVI,2,1,"-33,447265910000000","-71,03083710999999",1,GRATUITO,212,10,21.0,10.095238095238097,21.2,MUNICIPAL_DAEM,GRATUITO,0,297.0,280.0,,
10848,ESCUELA ELIECER PEREZ VARGAS,13503,CURACAVI,2,1,"-33,407850300000000","-71,13367081000000",1,GRATUITO,243,10,21.0,11.571428571428571,24.3,MUNICIPAL_DAEM,GRATUITO,0,304.0,306.0,,
10849,ESCUELA HERIBERTO ERLWEIN  S.,13503,CURACAVI,2,1,"-33,265035360000000","-71,19694733000000",1,GRATUITO,4,0,1.0,4.0,,MUNICIPAL_DAEM,GRATUITO,0,,,,
10851,COLEGIO INSTITUTO SAN LUIS DE CURACAVI,13503,CURACAVI,3,2,"-33,403321800000000","-71,12965745000000",0,GRATUITO,397,14,25.0,15.88,28.357142857142858,PARTICULAR_SUBV,GRATUITO,0,272.0,248.0,239.0,246.0
10852,ESCUELA BASICA N°403 NUESTRA SRA. DE LA GUARDIA,13503,CURACAVI,3,2,"-33,485555120000000","-71,04775447999999",1,GRATUITO,310,10,22.0,14.090909090909092,31.0,PARTICULAR_SUBV,GRATUITO,0,262.0,232.0,,
10854,LICEO MUNICIPAL DE SAN PEDRO,13505,SAN PEDRO,2,1,"-33,893800030000000","-71,45676066999999",1,GRATUITO,788,30,66.0,11.93939393939394,26.266666666666666,MUNICIPAL_DAEM,GRATUITO,0,241.0,224.0,200.0,218.0
10856,ESCUELA BASICA G-N°126,13505,SAN PEDRO,2,1,"-33,902836000000000","-71,45571000000000",1,GRATUITO,133,4,13.0,10.23076923076923,33.25,MUNICIPAL_DAEM,GRATUITO,0,293.0,291.0,,
10858,ESCUELA BASICA G-N°128 ATALICIO AGUILAR A.,13505,SAN PEDRO,2,1,"-33,964408610000000","-71,48745301000000",1,GRATUITO,125,2,15.0,8.333333333333334,62.5,MUNICIPAL_DAEM,GRATUITO,0,289.0,256.0,,
10861,ESCUELA BASICA G-N°130,13505,SAN PEDRO,2,1,"-33,916149730000000","-71,49845282000000",1,GRATUITO,131,6,17.0,7.705882352941177,21.83333333333333,MUNICIPAL_DAEM,GRATUITO,0,266.0,277.0,,
10862,ESCUELA BASICA G-N°131,13505,SAN PEDRO,2,1,"-33,873161970000000","-71,40147595000001",1,GRATUITO,170,9,15.0,11.333333333333334,18.88888888888889,MUNICIPAL_DAEM,GRATUITO,0,262.0,243.0,,
10864,ESCUELA BASICA G-N°134 NIHUE,13505,SAN PEDRO,2,1,"-33,946329260000000","-71,55316436000000",1,GRATUITO,109,2,15.0,7.266666666666667,54.5,MUNICIPAL_DAEM,GRATUITO,0,265.0,235.0,,
10865,ESCUELA ENRIQUE REYMOND ALDUNATE,13505,SAN PEDRO,2,1,"-33,921093919999990","-71,46519038000000",1,GRATUITO,108,4,16.0,6.75,27.0,MUNICIPAL_DAEM,GRATUITO,0,275.0,259.0,,
10868,ESCUELA BASICA G-N°139,13505,SAN PEDRO,2,1,"-33,862539170000000","-71,48788678000000",1,GRATUITO,123,1,12.0,10.25,123.0,MUNICIPAL_DAEM,GRATUITO,0,247.0,236.0,,
10869,ESCUELA BASICA G-N°140,13505,SAN PEDRO,2,1,"-33,909653310000000","-71,59542983000000",1,GRATUITO,42,0,7.0,6.0,,MUNICIPAL_DAEM,GRATUITO,0,256.0,220.0,,
10870,ESCUELA BASICA G-N°141,13505,SAN PEDRO,2,1,"-33,917882850000000","-71,51075603000000",1,GRATUITO,33,0,6.0,5.5,,MUNICIPAL_DAEM,GRATUITO,0,305.0,267.0,,
10871,ESCUELA BASICA G-N°498,13505,SAN PEDRO,2,1,"-33,986937689999990","-71,31147208000000",1,GRATUITO,73,2,11.0,6.636363636363637,36.5,MUNICIPAL_DAEM,GRATUITO,0,262.0,242.0,,
10873,LICEO MUNICIPAL SARA TRONCOSO TRONCOSO,13502,ALHUE,2,1,"-34,033466110000000","-71,09913674000001",0,GRATUITO,924,30,66.0,14.0,30.8,MUNICIPAL_DAEM,GRATUITO,0,292.0,258.0,209.0,208.0
10877,ESCUELA EL ASIENTO,13502,ALHUE,2,1,"-34,029858240000000","-71,00524013000000",1,GRATUITO,107,10,17.0,6.294117647058823,10.7,MUNICIPAL_DAEM,GRATUITO,0,275.0,228.0,,
10878,ESCUELA BARRANCAS DE PICHI,13502,ALHUE,2,1,"-33,982302490000000","-71,06201880000000",1,GRATUITO,93,8,14.0,6.642857142857143,11.625,MUNICIPAL_DAEM,GRATUITO,0,306.0,287.0,,
10879,ESCUELA SAN ALFONSO,13502,ALHUE,2,1,"-34,028262599999990","-71,09655025000001",1,GRATUITO,242,10,18.0,13.444444444444445,24.2,MUNICIPAL_DAEM,GRATUITO,0,267.0,249.0,,
10880,ESCUELA HACIENDA ALHUE,13502,ALHUE,2,1,"-34,030912030000000","-71,21936959999999",1,GRATUITO,179,10,19.0,9.421052631578949,17.9,MUNICIPAL_DAEM,GRATUITO,0,259.0,241.0,,
10881,COLEGIO SAN SEBASTIAN,13121,PEDRO AGUIRRE CERDA,3,2,"-33,499417480000000","-70,68615105000001",0,GRATUITO,474,19,21.0,22.571428571428573,24.94736842105263,PARTICULAR_SUBV,GRATUITO,0,268.0,257.0,,
11761,ESCUELA PARTICULAR SAN FELIPE NERI,13127,RECOLETA,3,2,"-33,417349570000000","-70,64175874999999",0,GRATUITO,224,8,13.0,17.23076923076923,28.0,PARTICULAR_SUBV,GRATUITO,0,268.0,241.0,,
11766,COLEGIO INSTITUTO ARTÍSTICO DE ESTUDIOS SECUNDARIOS DE LA UNIVERSIDAD DE CHILE,13101,SANTIAGO,4,3,"-33,445458000000000","-70,65924000000000",0,MAS DE $100.000,87,6,16.0,5.4375,14.5,PARTICULAR_PAGADO,MAS DE $100.000,5,,,279.0,253.0
11776,COLEGIO THE MAYFLOWER SCHOOL,13115,LO BARNECHEA,4,3,"-33,346077000000000","-70,50415000000000",0,MAS DE $100.000,1326,52,109.0,12.1651376146789,25.5,PARTICULAR_PAGADO,MAS DE $100.000,5,309.0,308.0,296.0,337.0
11783,ESCUELA BASICA N°1238 GIORDANO BRUNO,13122,PENALOLEN,4,3,"-33,506562000000000","-70,55873000000000",0,MAS DE $100.000,250,10,17.0,14.705882352941176,25.0,PARTICULAR_PAGADO,MAS DE $100.000,5,,,,
11788,ESCUELA ESPECIAL PARTICULAR LO HERMIDA,13122,PENALOLEN,3,2,"-33,472733000000000","-70,56896999999999",0,GRATUITO,116,16,13.0,8.923076923076923,7.25,PARTICULAR_SUBV,GRATUITO,0,,,,
11789,ESCUELA BASICA PART.BROTHERS SCHOOL,13110,LA FLORIDA,3,2,"-33,539254040000000","-70,59534384000000",0,GRATUITO,507,17,34.0,14.911764705882351,29.823529411764707,PARTICULAR_SUBV,GRATUITO,0,264.0,242.0,,
11792,LICEO PARTIC.ALBERTO MAGNO LA FLORIDA,13110,LA FLORIDA,3,2,"-33,555694199999990","-70,60955746000000",0,GRATUITO,838,29,59.0,14.203389830508474,28.89655172413793,PARTICULAR_SUBV,GRATUITO,0,246.0,239.0,,
11793,ESC BASICA PARTICULAR SAN VALENTIN,13110,LA FLORIDA,3,2,"-33,510731739999990","-70,57982294000000",0,GRATUITO,225,11,22.0,10.227272727272728,20.454545454545453,PARTICULAR_SUBV,GRATUITO,0,272.0,265.0,,
11794,ESCUELA ESPECIAL PARTICULAR VARESCA,13110,LA FLORIDA,3,2,"-33,510475000000000","-70,57870500000000",0,GRATUITO,109,13,11.0,9.909090909090908,8.384615384615385,PARTICULAR_SUBV,GRATUITO,0,,,,
11795,COLEGIO SAN CARLOS DE LA FLORIDA,13110,LA FLORIDA,3,2,"-33,547940169999990","-70,61168627000001",0,GRATUITO,317,9,20.0,15.85,35.22222222222222,PARTICULAR_SUBV,GRATUITO,0,270.0,240.0,,
11797,ESC PARTICULAR MANUEL VICUNA LARRAIN,13110,LA FLORIDA,3,2,"-33,547088810000000","-70,59625957000000",0,$25.001 A $50.000,140,8,10.0,14.0,17.5,PARTICULAR_SUBV,$25.001 A $50.000,3,260.0,225.0,,
11800,ESCUELA ESPECIAL PARTICULAR LAS ROSAS,13112,LA PINTANA,3,2,"-33,582706000000000","-70,62424500000000",0,GRATUITO,88,14,13.0,6.769230769230769,6.285714285714286,PARTICULAR_SUBV,GRATUITO,0,,,,
11804,ESCUELA ESPECIAL NUEVA ALBORADA,13112,LA PINTANA,3,2,"-33,579983000000000","-70,64427999999999",0,GRATUITO,44,6,6.0,7.333333333333333,7.333333333333333,PARTICULAR_SUBV,GRATUITO,0,,,,
11805,COLEGIO POLIVALENTE INGLES,13112,LA PINTANA,3,2,"-33,612921020000000","-70,63783316999999",0,$25.001 A $50.000,428,12,35.0,12.228571428571428,35.666666666666664,PARTICULAR_SUBV,$25.001 A $50.000,3,274.0,237.0,240.0,216.0
11806,ESCUELA BASICA PARTICULAR ARMI,13131,SAN RAMON,3,2,"-33,528921880000000","-70,64661259000000",0,GRATUITO,118,9,12.0,9.833333333333334,13.11111111111111,PARTICULAR_SUBV,GRATUITO,0,248.0,233.0,,
11809,ESC.PAR.MAURICE AND NATALY SCHOOL,13131,SAN RAMON,3,2,"-33,534901360000000","-70,63530233000000",0,GRATUITO,229,12,15.0,15.266666666666667,19.08333333333333,PARTICULAR_SUBV,GRATUITO,0,266.0,251.0,,
11811,LICEO SANTA MARIA EUFRASIA,13129,SAN JOAQUIN,6,5,"-33,501022000000000","-70,61661500000000",0,GRATUITO,279,11,26.0,10.73076923076923,25.363636363636363,SLEP,GRATUITO,0,,,,
11812,COLEGIO TOMAS MORO,13130,SAN MIGUEL,3,2,"-33,507998299999990","-70,65292212999999",0,GRATUITO,1696,42,80.0,21.2,40.38095238095238,PARTICULAR_SUBV,GRATUITO,0,275.0,253.0,264.0,271.0
11813,ESCUELA PARTICULAR ALVAREZ DE TOLEDO,13130,SAN MIGUEL,3,2,"-33,490026780000000","-70,64532186000000",0,GRATUITO,298,10,16.0,18.625,29.8,PARTICULAR_SUBV,GRATUITO,0,300.0,279.0,,
11814,COLEGIO PESTALOZZI,13129,SAN JOAQUIN,3,2,"-33,505146000000000","-70,61920000000001",0,GRATUITO,104,9,11.0,9.454545454545457,11.555555555555555,PARTICULAR_SUBV,GRATUITO,0,,,,
11818,COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,13105,EL BOSQUE,3,2,"-33,568786150000000","-70,66997164999999",0,GRATUITO,690,19,34.0,20.294117647058822,36.31578947368421,PARTICULAR_SUBV,GRATUITO,0,283.0,233.0,223.0,203.0
11828,ESCUELA ESPECIAL PARTICULAR SOR TERESA,13102,CERRILLOS,3,2,"-33,507526000000000","-70,72681000000000",0,GRATUITO,108,15,11.0,9.818181818181818,7.2,PARTICULAR_SUBV,GRATUITO,0,,,,
11830,ESCUELA BASICA  1287 SAN MARCOS APOSTOL,13119,MAIPU,3,2,"-33,544953749999990","-70,77258211000000",0,GRATUITO,580,18,33.0,17.575757575757574,32.22222222222222,PARTICULAR_SUBV,GRATUITO,0,258.0,230.0,,
11831,LICEO INDUSTRIAL BENJAMIN FRANKLIN,13126,QUINTA NORMAL,1,1,"-33,429244150000000","-70,69663396000000",0,GRATUITO,782,24,76.0,10.289473684210526,32.583333333333336,MUNICIPAL_CORP,GRATUITO,0,,,227.0,214.0
11835,ESCUELA PARTICULAR ROYAL SCHOOL,13117,LO PRADO,3,2,"-33,455585309999990","-70,71883599000000",0,GRATUITO,406,10,14.0,29.0,40.6,PARTICULAR_SUBV,GRATUITO,0,282.0,270.0,,
11837,ESCUELA SAINT MARY SCHOOL,13301,COLINA,3,2,"-33,204754280000000","-70,67412944000000",0,GRATUITO,438,14,27.0,16.22222222222222,31.285714285714285,PARTICULAR_SUBV,GRATUITO,0,275.0,270.0,,
11838,ESCUELA PART. STA. CLARISA DE COLINA,13301,COLINA,3,2,"-33,203981319999990","-70,68026279000000",0,GRATUITO,299,10,14.0,21.357142857142858,29.9,PARTICULAR_SUBV,GRATUITO,0,237.0,230.0,,
11843,MASTER COLLEGE,13401,SAN BERNARDO,3,2,"-33,593976200000000","-70,69929706000001",0,$50.001 A $100.000,471,16,25.0,18.84,29.4375,PARTICULAR_SUBV,$50.001 A $100.000,4,296.0,301.0,240.0,262.0
11845,ESCUELA PARTICULAR BELGICA,13401,SAN BERNARDO,3,2,"-33,585223579999990","-70,70629142999999",0,GRATUITO,525,20,31.0,16.93548387096774,26.25,PARTICULAR_SUBV,GRATUITO,0,273.0,258.0,,
11851,COLEGIO JOSE MANUEL BALMACEDA,13605,PENAFLOR,3,2,"-33,612014090000000","-70,89874843000000",0,GRATUITO,930,32,59.0,15.76271186440678,29.0625,PARTICULAR_SUBV,GRATUITO,0,280.0,241.0,224.0,236.0
11853,ESCUELA BAS. PARTICULAR MILLARAY,13605,PENAFLOR,3,2,"-33,611429350000000","-70,90023048000000",0,GRATUITO,95,10,10.0,9.5,9.5,PARTICULAR_SUBV,GRATUITO,0,251.0,232.0,,
11854,ESCUELA BASICA PARTICULAR BRASILIA,13604,PADRE HURTADO,3,2,"-33,569338600000000","-70,81033128000000",1,GRATUITO,322,10,21.0,15.333333333333334,32.2,PARTICULAR_SUBV,GRATUITO,0,292.0,274.0,,
11862,ESCUELA DE PARVULOS TRIBILIN,13106,ESTACION CENTRAL,3,2,"-33,468674000000000","-70,69807400000001",0,GRATUITO,55,2,2.0,27.5,27.5,PARTICULAR_SUBV,GRATUITO,0,,,,
11867,COLEGIO UNIVERSAL SAN FRANCISCO,13601,TALAGANTE,3,2,"-33,663576069999990","-70,92531466000000",0,GRATUITO,446,14,22.0,20.272727272727277,31.857142857142858,PARTICULAR_SUBV,GRATUITO,0,248.0,243.0,216.0,223.0
11870,ESC.BAS. PART. COLEGIO HAYDN DE SAN JOAQUIN,13129,SAN JOAQUIN,3,2,"-33,508157660000000","-70,61768727000000",0,GRATUITO,585,18,48.0,12.1875,32.5,PARTICULAR_SUBV,GRATUITO,0,268.0,253.0,,
11871,COLEGIO PEDRO DE VALDIVIA,13123,PROVIDENCIA,4,3,"-33,440617000000000","-70,60724000000000",0,MAS DE $100.000,1323,45,96.0,13.78125,29.4,PARTICULAR_PAGADO,MAS DE $100.000,5,300.0,292.0,285.0,326.0
11878,ESCUELA ESPECIAL ARNOLD GESELL,13201,PUENTE ALTO,3,2,"-33,576565000000000","-70,57572000000000",0,GRATUITO,104,8,7.0,14.857142857142858,13.0,PARTICULAR_SUBV,GRATUITO,0,,,,
11883,LICEO MUNICIPAL POLIVALENTE MARIA PINTO,13504,MARIA PINTO,1,1,"-33,453808000000000","-71,07541999999999",0,GRATUITO,651,19,45.0,14.466666666666669,34.26315789473684,MUNICIPAL_CORP,GRATUITO,0,,,231.0,229.0
11886,ESCUELA BASICA EL CARMELO,13503,CURACAVI,3,2,"-33,494587000000000","-71,04688000000000",1,GRATUITO,286,10,21.0,13.61904761904762,28.6,PARTICULAR_SUBV,GRATUITO,0,248.0,233.0,,
11906,ESCUELA BAS. LOS CARRERA,13130,SAN MIGUEL,3,2,"-33,496366920000000","-70,64811997000000",0,GRATUITO,623,16,24.0,25.95833333333333,38.9375,PARTICULAR_SUBV,GRATUITO,0,286.0,272.0,,
11909,ESCUELA PARTICULAR N°333 EL ANGEL,13129,SAN JOAQUIN,3,2,"-33,496145130000000","-70,62961168000000",0,GRATUITO,278,9,18.0,15.444444444444445,30.88888888888889,PARTICULAR_SUBV,GRATUITO,0,238.0,218.0,,
11914,ESCUELA BASICA Nº128 SAN RAMON,13109,LA CISTERNA,3,2,"-33,528692130000000","-70,64985391000000",0,GRATUITO,343,10,22.0,15.590909090909092,34.3,PARTICULAR_SUBV,GRATUITO,0,287.0,277.0,,
11918,FROILAN YAÑEZ DE LA BARRA,13109,LA CISTERNA,3,2,"-33,539548000000000","-70,66740036000000",0,GRATUITO,298,8,20.0,14.9,37.25,PARTICULAR_SUBV,GRATUITO,0,,,272.0,258.0
11921,COLEGIO INFOCAP,13129,SAN JOAQUIN,3,2,"-33,506985000000000","-70,63431000000000",0,GRATUITO,468,13,14.0,33.42857142857143,36.0,PARTICULAR_SUBV,GRATUITO,0,,,,
11926,ESCUELA BASICA PARTICULAR ROQUER,13128,RENCA,3,2,"-33,406240080000000","-70,70246519000000",0,GRATUITO,372,10,16.0,23.25,37.2,PARTICULAR_SUBV,GRATUITO,0,280.0,262.0,,
11928,ESCUELA ANTILLANCA,13201,PUENTE ALTO,3,2,"-33,607378820000000","-70,57055910000000",0,GRATUITO,101,8,18.0,5.611111111111111,12.625,PARTICULAR_SUBV,GRATUITO,0,274.0,236.0,,
11931,CENTRO EDUC.PART.ORDEN DE SAN JORGE,13401,SAN BERNARDO,3,2,"-33,604238940000000","-70,68338811000000",0,GRATUITO,800,24,35.0,22.857142857142858,33.333333333333336,PARTICULAR_SUBV,GRATUITO,0,258.0,251.0,207.0,220.0
11932,ESCUELA ESPECIAL JULIO BERNALDO QUIROS,13404,PAINE,3,2,"-33,818283000000000","-70,73675500000000",0,GRATUITO,65,8,6.0,10.833333333333334,8.125,PARTICULAR_SUBV,GRATUITO,0,,,,
11936,COLEGIO JACQUES COUSTEAU,13119,MAIPU,3,2,"-33,516250340000000","-70,78584447000000",0,GRATUITO,852,28,48.0,17.75,30.428571428571427,PARTICULAR_SUBV,GRATUITO,0,246.0,258.0,238.0,234.0
11942,COLEGIO ABERSAN,13301,COLINA,3,2,"-33,181342830000000","-70,65309146000000",0,GRATUITO,587,20,29.0,20.24137931034483,29.35,PARTICULAR_SUBV,GRATUITO,0,236.0,241.0,,
11949,COLEGIO CRISOL,13110,LA FLORIDA,3,2,"-33,565021539999990","-70,58261383000000",0,GRATUITO,205,8,16.0,12.8125,25.625,PARTICULAR_SUBV,GRATUITO,0,276.0,257.0,,
11950,COLEGIO MONTEVERDE,13122,PENALOLEN,3,2,"-33,473773440000000","-70,54952088000000",0,$25.001 A $50.000,1010,25,38.0,26.57894736842105,40.4,PARTICULAR_SUBV,$25.001 A $50.000,3,293.0,278.0,227.0,231.0
11952,ESCUELA BELEN O¦HIGGINS,13110,LA FLORIDA,3,2,"-33,537899480000000","-70,60556991999999",0,GRATUITO,340,12,35.0,9.714285714285714,28.33333333333333,PARTICULAR_SUBV,GRATUITO,0,261.0,236.0,,
11962,COLEGIO  PEDRO DE VALDIVIA-AGUSTINAS,13101,SANTIAGO,4,3,"-33,442030000000000","-70,66454000000000",0,MAS DE $100.000,1491,50,94.0,15.861702127659576,29.82,PARTICULAR_PAGADO,MAS DE $100.000,5,286.0,293.0,288.0,322.0
11965,CENTRO EDUCACIONAL SAN LORENZO,13127,RECOLETA,3,2,"-33,390450979999990","-70,65532689000000",0,GRATUITO,1047,28,78.0,13.423076923076923,37.392857142857146,PARTICULAR_SUBV,GRATUITO,0,256.0,249.0,260.0,295.0
11968,COLEGIO CUMBRES,13114,LAS CONDES,4,3,"-33,396026000000000","-70,50479000000000",0,MAS DE $100.000,1577,63,158.0,9.981012658227847,25.03174603174603,PARTICULAR_PAGADO,MAS DE $100.000,5,330.0,334.0,314.0,363.0
11971,COLEGIO SANTO DOMINGO_PADRES DOMINICOS,13113,LA REINA,4,3,"-33,450642000000000","-70,52094000000000",0,MAS DE $100.000,633,30,61.0,10.37704918032787,21.1,PARTICULAR_PAGADO,MAS DE $100.000,5,314.0,295.0,296.0,335.0
11977,SAINT CHRISTIAN COLLEGE,13111,LA GRANJA,3,2,"-33,553774230000000","-70,62428201000000",0,GRATUITO,1207,34,55.0,21.945454545454545,35.5,PARTICULAR_SUBV,GRATUITO,0,279.0,257.0,287.0,342.0
11979,COLEGIO MIGUEL ANGEL,13112,LA PINTANA,3,2,"-33,587663710000000","-70,62578481000000",0,GRATUITO,239,10,22.0,10.863636363636363,23.9,PARTICULAR_SUBV,GRATUITO,0,236.0,231.0,,
11980,ESCUELA ESPECIAL PARTICULAR CECLA,13109,LA CISTERNA,3,2,"-33,534847000000000","-70,65571000000000",0,GRATUITO,103,11,12.0,8.583333333333334,9.363636363636363,PARTICULAR_SUBV,GRATUITO,0,,,,
11993,ESCUELA BASICA JUAN PABLO DUARTE,13123,PROVIDENCIA,1,1,"-33,445555950000000","-70,62162943000000",0,GRATUITO,1104,28,65.0,16.984615384615385,39.42857142857143,MUNICIPAL_CORP,GRATUITO,0,302.0,298.0,267.0,281.0
11994,LICEO POLIVALENTE BAHIA DARWIN,13111,LA GRANJA,3,2,"-33,544218940000000","-70,62636680999999",0,GRATUITO,453,18,27.0,16.77777777777778,25.166666666666668,PARTICULAR_SUBV,GRATUITO,0,268.0,230.0,196.0,202.0
11997,ESCUELA JOSE IBAÑEZ,13109,LA CISTERNA,3,2,"-33,543573070000000","-70,65893229000000",0,GRATUITO,539,18,27.0,19.96296296296296,29.944444444444443,PARTICULAR_SUBV,GRATUITO,0,261.0,243.0,,
11998,ESCUELA BASICA PARTICULAR HUEÑECITO,13112,LA PINTANA,3,2,"-33,588436670000000","-70,64948943000000",0,GRATUITO,117,10,11.0,10.636363636363637,11.7,PARTICULAR_SUBV,GRATUITO,0,223.0,210.0,,
12076,ESCUELA PARTICULAR SAN GUILLERMO,13201,PUENTE ALTO,3,2,"-33,626463280000000","-70,61001673000000",0,GRATUITO,675,28,51.0,13.235294117647058,24.107142857142858,PARTICULAR_SUBV,GRATUITO,0,259.0,255.0,,
12077,COLEGIO SAN MIGUEL DE LOS ANDES,13201,PUENTE ALTO,3,2,"-33,565061080000000","-70,57338003000000",0,GRATUITO,819,27,43.0,19.046511627906977,30.33333333333333,PARTICULAR_SUBV,GRATUITO,0,278.0,258.0,248.0,243.0
12079,HERNAN MERINO CORREA,13401,SAN BERNARDO,1,1,"-33,595254410000000","-70,68632585000000",0,GRATUITO,553,18,39.0,14.17948717948718,30.72222222222222,MUNICIPAL_CORP,GRATUITO,0,236.0,211.0,,
12083,COLEGIO LO ERRAZURIZ,13119,MAIPU,3,2,"-33,474489050000000","-70,72753202000000",0,GRATUITO,437,18,24.0,18.20833333333333,24.27777777777778,PARTICULAR_SUBV,GRATUITO,0,259.0,234.0,,
12085,COLEGIO CRISTIANO EMMANUEL,13110,LA FLORIDA,3,2,"-33,512344940000000","-70,56430502000001",0,$25.001 A $50.000,472,13,25.0,18.88,36.30769230769231,PARTICULAR_SUBV,$25.001 A $50.000,3,299.0,294.0,279.0,274.0
12086,COLEGIO COYANCURA,13114,LAS CONDES,4,3,"-33,429065000000000","-70,58669000000000",0,MAS DE $100.000,264,12,27.0,9.77777777777778,22.0,PARTICULAR_PAGADO,MAS DE $100.000,5,309.0,312.0,294.0,339.0
12087,COLEGIO BRITISH ROYAL SCHOOL,13113,LA REINA,4,3,"-33,451061000000000","-70,52770000000000",0,MAS DE $100.000,1632,64,117.0,13.948717948717947,25.5,PARTICULAR_PAGADO,MAS DE $100.000,5,272.0,270.0,302.0,323.0
12090,COLEGIO TERRANOVA,13113,LA REINA,4,3,"-33,442132000000000","-70,56861000000001",0,MAS DE $100.000,226,14,27.0,8.37037037037037,16.142857142857142,PARTICULAR_PAGADO,MAS DE $100.000,5,309.0,294.0,281.0,305.0
12092,ESCUELA ESPECIAL ANADIME,13120,NUNOA,3,2,"-33,449090000000000","-70,60184000000000",0,GRATUITO,215,15,23.0,9.347826086956522,14.333333333333334,PARTICULAR_SUBV,GRATUITO,0,,,,
12094,COLEGIO SAN ESTEBAN DIÁCONO,13132,VITACURA,4,3,"-33,382274000000000","-70,55391000000000",0,MAS DE $100.000,766,29,57.0,13.43859649122807,26.41379310344828,PARTICULAR_PAGADO,MAS DE $100.000,5,311.0,316.0,263.0,307.0
12095,ESC BAS PART COLEGIO CHILLAN,13110,LA FLORIDA,3,2,"-33,562869839999990","-70,58466074000000",0,GRATUITO,375,8,25.0,15.0,46.875,PARTICULAR_SUBV,GRATUITO,0,258.0,237.0,,
12097,ESCUELA ESPECIAL N°1327 ANAKENA,13110,LA FLORIDA,3,2,"-33,533345779999990","-70,59900388000000",0,GRATUITO,130,22,16.0,8.125,5.909090909090909,PARTICULAR_SUBV,GRATUITO,0,,,,
12102,ESC. DE PARVULOS ALBERTO WIDMER N_ 2,13119,MAIPU,3,2,"-33,526702999999990","-70,76610599999999",0,$25.001 A $50.000,34,2,2.0,17.0,17.0,PARTICULAR_SUBV,$25.001 A $50.000,3,,,,
12103,ESCUELA ESPECIAL DE EDUCACION,13116,LO ESPEJO,2,1,"-33,518172999999990","-70,69741100000000",0,GRATUITO,110,11,20.0,5.5,10.0,MUNICIPAL_DAEM,GRATUITO,0,,,,
12105,ESCUELA BASICA Nº1343 `CEDEL INTEGRACION`,13112,LA PINTANA,3,2,"-33,578781000000000","-70,64955865000000",0,GRATUITO,299,12,23.0,13.0,24.916666666666668,PARTICULAR_SUBV,GRATUITO,0,257.0,245.0,,
